"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","moderately_irregular","slightly_irregular","regular","irregular","depression","hillside","banked","near_flat_level","gentle_slope","moderate_slope","severe_slope","ordinal_encoded_overallqual","ordinal_encoded_overallcond","mean_encoded_mssubclass","mean_encoded_bldgtype","mean_encoded_housestyle","norm_lotfrontage","norm_lotarea","norm_garagearea","norm_grlivarea","norm_totalbsmtsf","norm_saleprice","std_lotfrontage","std_lotarea","std_garagearea","std_grlivarea","std_totalbsmtsf","std_saleprice"
929,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","NA","11838","522","1788","1753","236500",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.00617528765714655168","0.03456972003786927370","0.05134444260924322037","0.11384133354258682152","0.07718206375446332593",NULL,"0.13236517883844030826","0.22927386807743255819","0.51864219858112685812","1.5855074218718868","0.69961043638718708555"
930,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","NA","13006","642","2236","964","222000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"0.01163463468558844095","0.11919595417045037384","0.13574534690464638540","-0.01529123601551465147","0.05704597154504796695",NULL,"0.24938441516899963386","0.79053337550615427044","1.3711954320273272","-0.21296630527543513297","0.51708849317279535409"
931,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Very Good","Average","73","8925","610","1466","1466","201000",0,1,0,0,0,1,0,0,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.01010288230127861473","-0.00744036122457538620","0.09662895840176208047","-0.00931870735307780450","0.06686915678317601956","0.02788335524175675739","0.12147711697317251520","-0.15948159807159335224","0.64086417352516181384","-0.09413043795832963891","0.93130975432907136401","0.25274636851746939818"
932,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average","70","9100","429","925","925","117500",0,0,1,0,0,0,0,1,1,0,0,4,5,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00017109030146111130","-0.00662239399000575382","-0.03101561141488107891","-0.11124033508480350156","-0.02167421473891890679","-0.08807276196418686155","-0.00205719080394873170","-0.14194875016247701493","-0.20570225017982676881","-1.1236645881690314","-0.30186424616104420345","-0.79832826999299333128"
933,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average","84","11670","788","1905","1905","320000",0,1,0,0,0,0,0,1,1,0,0,9,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.04777411517799094349","0.00539003911195970460","0.22215787236509071234","0.07338664306139092195","0.13871858395175212430","0.19313818096040694487","0.57443624548928375381","0.11553364484568862444","1.4733991095444324","0.74129560999453185859","1.9319814478875940","1.7506850748976498"
934,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","63","8487","570","1500","1500","190000",0,0,1,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.02414369304118713870","-0.00948761636024109467","0.06842021369090171375","-0.00291328158065881430","0.07243380490101562676","0.01260769908288993334","-0.29030390895056497445","-0.20336381169555309934","0.45377767104892124309","-0.02942773720571621997","1.0088105233062690","0.11428144607896532603"
935,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Hillside - Significant slope from side to side","Moderate Slope","Single-family Detached","One story","Good","Good","313","27650","505","2069","585","242000",1,0,0,0,0,1,0,0,0,1,0,7,7,"185224.811567164179","185763.807377049180","175985.477961432507","0.83202069052045669692","0.08008213287437527869","0.02258100353575361784","0.10428340266952958058","-0.07732069591731497881","0.08481989183389673795","10.0042217391428723","1.7165331282038547","0.14976210452503031562","1.0533909900953731","-1.0768719359330207","0.76884289760643912162"
936,"1-STORY 1945 & OLDER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average","52","5825","528","747","600","79900",0,1,0,0,0,0,0,1,1,0,0,3,4,"95829.724637681159","185763.807377049180","175985.477961432507","-0.06181492591789946747","-0.02193006652266601697","0.03880103174449832870","-0.14477462295217350910","-0.07486570410062103445","-0.14028773210722255103","-0.74326303746667621307","-0.47006347531879704176","0.25733684344886864380","-1.4624022568150664","-1.0426804202077865","-1.2716265503282436"
937,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","67","10083","555","1200","1176","184900",0,0,1,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.01044506290420083733","-0.00202775518096604735","0.05784193442432907623","-0.05943174427847343374","0.01940598166042642872","0.00552534940923349674","-0.12559149858106997859","-0.04346423876441210306","0.38362023262033102906","-0.60033392031701109298","0.27027378364120904504","0.05008407294838616531"
938,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","75","9675","689","1971","1113","253000",0,0,1,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.01695219736977176541","-0.00393478736213410456","0.15234122920571130472","0.08582070485491013823","0.00909501603031186244","0.10009554799276356201","0.20383332215792001313","-0.08434082131823762091","1.0103600159157369","0.86689497027901673065","0.12666941759522516195","0.90730782004494319376"
939,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","73","8760","868","1962","1391","239799",0,0,1,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.01010288230127861473","-0.00821158747431246816","0.27857536178681144577","0.08412515097397569964","0.05459419769970629779","0.08176337190610893070","0.12147711697317251520","-0.17601256895733161314","1.8475721144969135","0.84976778478567788446","0.76035217570290007462","0.74113732539851662500"
940,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Good","NA","24090","349","2403","1032","244400",0,0,1,0,0,0,0,1,1,0,0,7,7,"166772.416666666667","185763.807377049180","210051.764044943820",NULL,"0.06344234227398732852","-0.08743310083660181234","0.16720729113976319022","-0.00416193977983543707","0.08815276226855859047",NULL,"1.3598649078812595","-0.57987525513230791032","1.6889998739592813","-0.05796476732103983059","0.79905342613847637372"
941,"DUPLEX - ALL STYLES AND AGES","Slightly irregular","Near Flat/Level","Gentle slope","Duplex","One story","Above Average","Average","55","12640","574","1728","1728","150900",0,1,0,0,0,0,0,1,1,0,0,5,4,"133541.076923076923","133541.076923076923","175985.477961432507","-0.05154095331515974144","0.00992391464071709552","0.07124108816198775042","0.04004075006968029648","0.10974968051476358093","-0.04169031508180941397","-0.61972872968955496617","0.21271571611336203697","0.47248632129654530016","0.40446096195886788352","1.5285215623298297","-0.37789841458880823949"
942,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","NA","8755","390","2060","992","214000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00823495796672874337","-0.05851913750796993646","0.10258784878859514199","-0.01070858462435262201","0.04593640342950845855",NULL,"-0.17651350746902065134","-0.38811159009416132530","1.0362638046020342","-0.14914214258833118493","0.41638673139933784707"
943,"DUPLEX - ALL STYLES AND AGES","Slightly irregular","Near Flat/Level","Gentle slope","Duplex","One story","Below Average","Fair","42","7711","0","1440","1440","150000",0,1,0,0,0,0,0,1,1,0,0,3,6,"133541.076923076923","133541.076923076923","175985.477961432507","-0.09606150126036522089","-0.01311471678324700741","-0.33355439843885851192","-0.01421697412022173819","0.06261383763423984935","-0.04294014149480760867","-1.1550440633904137","-0.28110946870969182936","-2.2122049892375069","-0.14360897382797519457","0.87204446040533198369","-0.38922736278832220903"
944,"DUPLEX - ALL STYLES AND AGES","Regular","Depression","Gentle slope","Duplex","One story","Average","Below Average","100","25000","576","1632","1632","143000",0,0,1,0,1,0,0,0,1,0,0,4,3,"133541.076923076923","133541.076923076923","175985.477961432507","0.10256863572593614897","0.06769577189374941691","0.07265152539753076876","0.02195484200637961826","0.09403773288792233707","-0.05266101359590467852","1.2332858869672637","1.4510357170086645","0.48184064642035732870","0.22177098336325352415","1.3096958616883305","-0.47734140434009752767"
945,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Above Average","Above Average","NA","14375","525","1344","819","137500",0,1,0,0,0,0,0,1,1,0,0,5,5,"185224.811567164179","185763.807377049180","166703.384615384615",NULL,"0.01803347550916459370","0.03668537589118380120","-0.03230288218352241641","-0.03902282357688944689","-0.06029884167533809054",NULL,"0.38654137966945829546","0.24330535576315060099","-0.32629895242358955393","-0.54348429061936629245","-0.54657386555934956374"
946,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average","98","8820","456","1869","1088","124900",0,0,1,0,0,0,0,1,1,0,0,4,5,"143302.972222222222","185763.807377049180","143116.740259740260","0.09571932065744299829","-0.00793114156531716563","-0.01197470873505033138","0.06660442753765316761","0.00500336300248862185","-0.07779641145731281628","1.1509296817825162","-0.17000130681706315463","-0.07941886100836438355","0.67278686802117647383","0.06968355805316806549","-0.70517914035254513729"
947,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Above Average","70","8163","796","1144","1144","143000",0,0,1,0,0,0,0,1,1,0,0,4,5,"169736.551724137931","185763.807377049180","166703.384615384615","-0.00017109030146111130","-0.01100202426881572834","0.22779962130726278568","-0.06998185731539882937","0.01416866578481268077","-0.05266101359590467852","-0.00205719080394873170","-0.23582462725300277528","1.5108164100396805","-0.70690307449778613594","0.19733188342737596157","-0.47734140434009752767"
948,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","85","14536","808","1629","1616","270000",0,0,1,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.05119877271223751884","0.01878600536496865550","0.23626224472052089570","0.02138965737940147206","0.09141907495011546309","0.12370338023828501736","0.61561434808165750278","0.40267159974584532579","1.5669423607825526","0.21606192153214057542","1.2732249115814139","1.1212990638135404"
949,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","65","14006","474","1776","936","192500",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.01729437797269398801","0.01630873316884348314","0.00071922638483683364","0.04908370410133063559","-0.01987388740667668093","0.01607943911899602972","-0.20794770376581747652","0.34957211750680727564","0.00477006510594387328","0.49580595125667506320","-0.27679046796253908100","0.14575074663317079698"
950,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good","78","9360","676","1381","1161","197500",0,0,1,0,0,0,0,1,1,0,0,5,7,"185224.811567164179","185763.807377049180","175985.477961432507","0.02722616997251149144","-0.00540712838435944285","0.14317338717468168554","-0.02533227178412528001","0.01695098984373248437","0.02302291919120822247","0.32736762993504126002","-0.11589994755464702807","0.94955690261095875558","-0.25588718983986318626","0.23608226791597478716","0.20868934774158173886"
951,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Very Good","60","7200","720","864","864","129000",0,0,1,0,0,0,0,1,1,0,0,4,8,"185224.811567164179","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.01550318110819033396","0.17420300635662808893","-0.12273242250002580752","-0.03165784812680761383","-0.07210275779809881822","-0.41383821672768622135","-0.33230538460431153431","1.1553520553348234","-1.2397488454016614","-0.44090974344366351882","-0.65356948744364816494"
952,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","60","7800","300","965","828","119900",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.01269872201823730865","-0.12198881310740576157","-0.10370454005842821897","-0.03754982848687308028","-0.08473989152952500903","-0.41383821672768622135","-0.27219276320162694924","-0.80905622066570260949","-1.0475437637541921","-0.52296938118422573773","-0.76811774146095607917"
953,"SPLIT FOYER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Foyer","Average","Very Good","60","7200","396","768","768","133900",0,0,1,0,0,0,0,1,1,0,0,4,8,"147810.000000000000","185763.807377049180","135074.486486486486","-0.03441766564392686473","-0.01550318110819033396","-0.05428782580134088145","-0.14081833056332648574","-0.04736979575364885769","-0.06529814732733086932","-0.41383821672768622135","-0.33230538460431153431","-0.36004861472272523968","-1.4224388239972757","-0.65973544408516276924","-0.59188965835740544190"
954,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Moderate Slope","Single-family Detached","Two story","Average","Below Average","NA","11075","530","1968","784","172000",0,1,0,0,0,0,0,1,0,1,0,4,3,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"0.00260895051442295450","0.04021146898004134704","0.08525552022793199203","-0.04475113781584198372","-0.01238882917707396056",NULL,"0.05592196195469307759","0.26669116857268067234","0.86118590844790378192","-0.62326449397824622750","-0.11229751791131406475"
